,frame,id,cam,x,y,tl_x,tl_y,c_x,c_y,w,h,theta,l_x,l_y,r_x,r_y,aa_tl_x,aa_tl_y,aa_w,aa_h
16,16,1,2,940,642,904.2622680664062,611.4915161132812,940,642,976.578857421875,673.7506713867188,0,904.2622680664062,611.4915161132812,1880.8411254882812,1222.9830322265625,904.2622680664062,611.4915161132812,1880.8411254882812,1222.9830322265625
10,16,2,2,985,603,959.9633178710938,576.2938232421875,985,603,1011.0253295898438,631.4651489257812,0,959.9633178710938,576.2938232421875,1970.9886474609375,1152.587646484375,959.9633178710938,576.2938232421875,1970.9886474609375,1152.587646484375
17,17,1,2,979,599,956.319580078125,574.4683837890625,979,599,1001.9610595703125,624.5440063476562,0,956.319580078125,574.4683837890625,1958.2806396484375,1148.936767578125,956.319580078125,574.4683837890625,1958.2806396484375,1148.936767578125
11,17,2,2,937,641,900.80224609375,610.6434936523438,937,641,974.869140625,671.7637939453125,0,900.80224609375,610.6434936523438,1875.67138671875,1221.2869873046875,900.80224609375,610.6434936523438,1875.67138671875,1221.2869873046875
18,18,1,2,974,598,952.4884033203125,571.4951171875,974,598,997.3636474609375,625.3651123046875,0,952.4884033203125,571.4951171875,1949.85205078125,1142.990234375,952.4884033203125,571.4951171875,1949.85205078125,1142.990234375
12,18,2,2,936,640,899.1023559570312,609.3970947265625,936,640,974.4716186523438,671.402587890625,0,899.1023559570312,609.3970947265625,1873.573974609375,1218.794189453125,899.1023559570312,609.3970947265625,1873.573974609375,1218.794189453125
19,19,1,2,970,597,951.3410034179688,570.3547973632812,970,597,989.4408569335938,625.4390869140625,0,951.3410034179688,570.3547973632812,1940.7818603515625,1140.7095947265625,951.3410034179688,570.3547973632812,1940.7818603515625,1140.7095947265625
13,19,2,2,935,638,898.2835693359375,607.7971801757812,935,638,973.0276489257812,669.3790283203125,0,898.2835693359375,607.7971801757812,1871.3112182617188,1215.5943603515625,898.2835693359375,607.7971801757812,1871.3112182617188,1215.5943603515625
14,20,2,2,934,637,896.7337036132812,606.963134765625,934,637,971.6455078125,667.7515258789062,0,896.7337036132812,606.963134765625,1868.3792114257812,1213.92626953125,896.7337036132812,606.963134765625,1868.3792114257812,1213.92626953125
20,21,1,2,968,590,946.199462890625,567.3564453125,968,590,991.3228759765625,614.2471923828125,0,946.199462890625,567.3564453125,1937.5223388671875,1134.712890625,946.199462890625,567.3564453125,1937.5223388671875,1134.712890625
15,21,2,2,933,636,896.4805908203125,605.2639770507812,933,636,971.1026000976562,667.8464965820312,0,896.4805908203125,605.2639770507812,1867.5831909179688,1210.5279541015625,896.4805908203125,605.2639770507812,1867.5831909179688,1210.5279541015625
21,22,1,2,968,589,944.3326416015625,566.220947265625,968,589,991.9091186523438,612.318359375,0,944.3326416015625,566.220947265625,1936.2417602539062,1132.44189453125,944.3326416015625,566.220947265625,1936.2417602539062,1132.44189453125
16,22,2,2,933,633,896.1396484375,602.7606201171875,933,633,970.41748046875,664.7286376953125,0,896.1396484375,602.7606201171875,1866.55712890625,1205.521240234375,896.1396484375,602.7606201171875,1866.55712890625,1205.521240234375
22,23,1,2,968,588,943.3814697265625,565.1827392578125,968,588,993.186767578125,611.816650390625,0,943.3814697265625,565.1827392578125,1936.5682373046875,1130.365478515625,943.3814697265625,565.1827392578125,1936.5682373046875,1130.365478515625
17,23,2,2,932,629,894.2867431640625,599.272216796875,932,629,970.2644653320312,659.2659301757812,0,894.2867431640625,599.272216796875,1864.5512084960938,1198.54443359375,894.2867431640625,599.272216796875,1864.5512084960938,1198.54443359375
23,24,1,2,967,587,942.1615600585938,564.8955078125,967,587,992.7662353515625,610.6688232421875,0,942.1615600585938,564.8955078125,1934.9277954101562,1129.791015625,942.1615600585938,564.8955078125,1934.9277954101562,1129.791015625
18,24,2,2,928,625,888.750244140625,593.843994140625,928,625,968.8623657226562,656.357421875,0,888.750244140625,593.843994140625,1857.6126098632812,1187.68798828125,888.750244140625,593.843994140625,1857.6126098632812,1187.68798828125
24,25,1,2,967,585,941.5435180664062,563.7361450195312,967,585,993.8292846679688,607.5032958984375,0,941.5435180664062,563.7361450195312,1935.372802734375,1127.4722900390625,941.5435180664062,563.7361450195312,1935.372802734375,1127.4722900390625
19,25,2,2,923,619,888.1880493164062,592.4834594726562,923,619,958.58447265625,646.1832885742188,0,888.1880493164062,592.4834594726562,1846.7725219726562,1184.9669189453125,888.1880493164062,592.4834594726562,1846.7725219726562,1184.9669189453125
20,26,2,2,924,615,891.5296630859375,587.8485107421875,924,615,956.732177734375,642.6935424804688,0,891.5296630859375,587.8485107421875,1848.2618408203125,1175.697021484375,891.5296630859375,587.8485107421875,1848.2618408203125,1175.697021484375
21,27,2,2,926,613,894.2723999023438,585.5447998046875,926,613,959.3076782226562,640.8731079101562,0,894.2723999023438,585.5447998046875,1853.580078125,1171.089599609375,894.2723999023438,585.5447998046875,1853.580078125,1171.089599609375
22,28,2,2,927,610,893.760009765625,582.8656005859375,927,610,962.0133056640625,639.1268310546875,0,893.760009765625,582.8656005859375,1855.7733154296875,1165.731201171875,893.760009765625,582.8656005859375,1855.7733154296875,1165.731201171875
23,29,2,2,928,607,894.1396484375,576.229248046875,928,607,963.2225952148438,639.719482421875,0,894.1396484375,576.229248046875,1857.3622436523438,1152.45849609375,894.1396484375,576.229248046875,1857.3622436523438,1152.45849609375
25,30,1,2,952,580,930.6157836914062,559.93701171875,952,580,974.7741088867188,602.0055541992188,0,930.6157836914062,559.93701171875,1905.389892578125,1119.8740234375,930.6157836914062,559.93701171875,1905.389892578125,1119.8740234375
24,30,2,2,928,610,894.643798828125,579.741943359375,928,610,962.9573364257812,641.74462890625,0,894.643798828125,579.741943359375,1857.6011352539062,1159.48388671875,894.643798828125,579.741943359375,1857.6011352539062,1159.48388671875
26,31,1,2,951,580,928.2294311523438,558.8055419921875,951,580,974.61669921875,601.8804321289062,0,928.2294311523438,558.8055419921875,1902.8461303710938,1117.611083984375,928.2294311523438,558.8055419921875,1902.8461303710938,1117.611083984375
25,31,2,2,928,610,895.1233520507812,579.9116821289062,928,610,962.03076171875,641.4689331054688,0,895.1233520507812,579.9116821289062,1857.1541137695312,1159.8233642578125,895.1233520507812,579.9116821289062,1857.1541137695312,1159.8233642578125
26,32,2,2,927,608,894.9449462890625,577.171875,927,608,960.1548461914062,639.0585327148438,0,894.9449462890625,577.171875,1855.0997924804688,1154.34375,894.9449462890625,577.171875,1855.0997924804688,1154.34375
27,33,2,2,926,606,893.66259765625,575.9155883789062,926,606,958.6458129882812,637.8821411132812,0,893.66259765625,575.9155883789062,1852.3084106445312,1151.8311767578125,893.66259765625,575.9155883789062,1852.3084106445312,1151.8311767578125
28,34,2,2,923,599,893.2455444335938,571.9329223632812,923,599,954.0703125,626.9127807617188,0,893.2455444335938,571.9329223632812,1847.3158569335938,1143.8658447265625,893.2455444335938,571.9329223632812,1847.3158569335938,1143.8658447265625
27,35,1,2,943,579,916.1434326171875,556.1392822265625,943,579,971.8181762695312,602.0691528320312,0,916.1434326171875,556.1392822265625,1887.9616088867188,1112.278564453125,916.1434326171875,556.1392822265625,1887.9616088867188,1112.278564453125
29,35,2,2,920,598,893.0673217773438,573.3042602539062,920,598,948.4560546875,624.4940795898438,0,893.0673217773438,573.3042602539062,1841.5233764648438,1146.6085205078125,893.0673217773438,573.3042602539062,1841.5233764648438,1146.6085205078125
28,36,1,2,918,595,891.89111328125,571.5972900390625,918,595,945.3179321289062,620.3845825195312,0,891.89111328125,571.5972900390625,1837.2090454101562,1143.194580078125,891.89111328125,571.5972900390625,1837.2090454101562,1143.194580078125
30,36,2,2,943,579,912.3716430664062,554.7254638671875,943,579,974.4617919921875,604.1971435546875,0,912.3716430664062,554.7254638671875,1886.8334350585938,1109.450927734375,912.3716430664062,554.7254638671875,1886.8334350585938,1109.450927734375
31,37,2,2,935,580,893.758544921875,554.0811767578125,935,580,977.8834228515625,606.931396484375,0,893.758544921875,554.0811767578125,1871.6419677734375,1108.162353515625,893.758544921875,554.0811767578125,1871.6419677734375,1108.162353515625
29,38,1,2,935,581,892.815673828125,555.1450805664062,935,581,979.0892944335938,608.6964721679688,0,892.815673828125,555.1450805664062,1871.9049682617188,1110.2901611328125,892.815673828125,555.1450805664062,1871.9049682617188,1110.2901611328125
32,38,2,2,909,589,881.8551025390625,566.7986450195312,909,589,937.8347778320312,613.1093139648438,0,881.8551025390625,566.7986450195312,1819.6898803710938,1133.5972900390625,881.8551025390625,566.7986450195312,1819.6898803710938,1133.5972900390625
30,39,1,2,936,581,892.3234252929688,555.5969848632812,936,581,979.8655395507812,608.170166015625,0,892.3234252929688,555.5969848632812,1872.18896484375,1111.1939697265625,892.3234252929688,555.5969848632812,1872.18896484375,1111.1939697265625
31,40,1,2,934,581,891.18408203125,554.8135986328125,934,581,978.1292114257812,607.6741333007812,0,891.18408203125,554.8135986328125,1869.3132934570312,1109.627197265625,891.18408203125,554.8135986328125,1869.3132934570312,1109.627197265625
32,41,1,2,934,580,888.7642822265625,555.91162109375,934,580,980.5641479492188,604.7837524414062,0,888.7642822265625,555.91162109375,1869.3284301757812,1111.8232421875,888.7642822265625,555.91162109375,1869.3284301757812,1111.8232421875
33,42,1,2,900,584,879.3224487304688,563.7125244140625,900,584,921.5914916992188,606.0942993164062,0,879.3224487304688,563.7125244140625,1800.9139404296875,1127.425048828125,879.3224487304688,563.7125244140625,1800.9139404296875,1127.425048828125
33,42,2,2,944,580,908.3599243164062,556.0072631835938,944,580,980.4618530273438,605.3934936523438,0,908.3599243164062,556.0072631835938,1888.82177734375,1112.0145263671875,908.3599243164062,556.0072631835938,1888.82177734375,1112.0145263671875
34,43,1,2,899,582,875.96875,562.8271484375,899,582,922.8905029296875,601.9486694335938,0,875.96875,562.8271484375,1798.8592529296875,1125.654296875,875.96875,562.8271484375,1798.8592529296875,1125.654296875
34,43,2,2,945,581,909.9716796875,557.3719482421875,945,581,980.2916870117188,605.2717895507812,0,909.9716796875,557.3719482421875,1890.2633666992188,1114.743896484375,909.9716796875,557.3719482421875,1890.2633666992188,1114.743896484375
35,44,1,2,899,581,875.3078002929688,561.222412109375,899,581,924.6040649414062,602.6716918945312,0,875.3078002929688,561.222412109375,1799.911865234375,1122.44482421875,875.3078002929688,561.222412109375,1799.911865234375,1122.44482421875
35,44,2,2,945,580,912.13623046875,557.0777587890625,945,580,978.5297241210938,603.7159423828125,0,912.13623046875,557.0777587890625,1890.6659545898438,1114.155517578125,912.13623046875,557.0777587890625,1890.6659545898438,1114.155517578125
36,45,1,2,900,580,873.4999389648438,560.3504028320312,900,580,927.1836547851562,601.0555419921875,0,873.4999389648438,560.3504028320312,1800.68359375,1120.7008056640625,873.4999389648438,560.3504028320312,1800.68359375,1120.7008056640625
36,45,2,2,945,580,911.6626586914062,556.5398559570312,945,580,978.4532470703125,604.1106567382812,0,911.6626586914062,556.5398559570312,1890.1159057617188,1113.0797119140625,911.6626586914062,556.5398559570312,1890.1159057617188,1113.0797119140625
37,46,2,2,945,580,910.9050903320312,556.6624755859375,945,580,979.2683715820312,603.6456909179688,0,910.9050903320312,556.6624755859375,1890.1734619140625,1113.324951171875,910.9050903320312,556.6624755859375,1890.1734619140625,1113.324951171875
38,47,2,2,916,577,872.7326049804688,556.7706909179688,916,577,960.6776733398438,599.1790161132812,0,872.7326049804688,556.7706909179688,1833.4102783203125,1113.5413818359375,872.7326049804688,556.7706909179688,1833.4102783203125,1113.5413818359375
39,48,2,2,916,578,869.6334838867188,557.11767578125,916,578,963.1240844726562,599.8484497070312,0,869.6334838867188,557.11767578125,1832.757568359375,1114.2353515625,869.6334838867188,557.11767578125,1832.757568359375,1114.2353515625
40,49,2,2,910,577,865.6845092773438,556.6260375976562,910,577,956.068603515625,598.4987182617188,0,865.6845092773438,556.6260375976562,1821.7531127929688,1113.2520751953125,865.6845092773438,556.6260375976562,1821.7531127929688,1113.2520751953125
41,50,2,2,910,577,864.37353515625,556.5051879882812,910,577,956.0802612304688,598.6574096679688,0,864.37353515625,556.5051879882812,1820.4537963867188,1113.0103759765625,864.37353515625,556.5051879882812,1820.4537963867188,1113.0103759765625
37,51,1,2,926,581,891.634521484375,559.1799926757812,926,581,960.8203735351562,603.4661254882812,0,891.634521484375,559.1799926757812,1852.4548950195312,1118.3599853515625,891.634521484375,559.1799926757812,1852.4548950195312,1118.3599853515625
42,51,2,2,891,577,863.092041015625,558.5464477539062,891,577,920.68408203125,596.5830078125,0,863.092041015625,558.5464477539062,1783.776123046875,1117.0928955078125,863.092041015625,558.5464477539062,1783.776123046875,1117.0928955078125
38,52,1,2,926,581,892.7669067382812,559.430419921875,926,581,959.3933715820312,603.292236328125,0,892.7669067382812,559.430419921875,1852.1602783203125,1118.86083984375,892.7669067382812,559.430419921875,1852.1602783203125,1118.86083984375
43,52,2,2,891,578,862.833984375,558.5960693359375,891,578,920.0621337890625,597.6411743164062,0,862.833984375,558.5960693359375,1782.8961181640625,1117.192138671875,862.833984375,558.5960693359375,1782.8961181640625,1117.192138671875
39,53,1,2,926,578,896.9850463867188,559.0781860351562,926,578,955.1115112304688,598.7064819335938,0,896.9850463867188,559.0781860351562,1852.0965576171875,1118.1563720703125,896.9850463867188,559.0781860351562,1852.0965576171875,1118.1563720703125
44,53,2,2,885,578,862.2557983398438,558.6158447265625,885,578,909.7060546875,597.8544921875,0,862.2557983398438,558.6158447265625,1771.9618530273438,1117.231689453125,862.2557983398438,558.6158447265625,1771.9618530273438,1117.231689453125
40,54,1,2,884,577,860.053466796875,558.2953491210938,884,577,908.9419555664062,597.5400390625,0,860.053466796875,558.2953491210938,1768.9954223632812,1116.5906982421875,860.053466796875,558.2953491210938,1768.9954223632812,1116.5906982421875
45,54,2,2,927,580,900.3876342773438,559.5064697265625,927,580,953.967041015625,600.7730712890625,0,900.3876342773438,559.5064697265625,1854.3546752929688,1119.012939453125,900.3876342773438,559.5064697265625,1854.3546752929688,1119.012939453125
41,55,1,2,882,577,858.1538696289062,557.354248046875,882,577,907.1428833007812,597.8082885742188,0,858.1538696289062,557.354248046875,1765.2967529296875,1114.70849609375,858.1538696289062,557.354248046875,1765.2967529296875,1114.70849609375
46,55,2,2,926,579,903.1371459960938,559.559326171875,926,579,949.7180786132812,599.7726440429688,0,903.1371459960938,559.559326171875,1852.855224609375,1119.11865234375,903.1371459960938,559.559326171875,1852.855224609375,1119.11865234375
42,56,1,2,924,578,900.9984741210938,558.7994384765625,924,578,948.7313232421875,598.0934448242188,0,900.9984741210938,558.7994384765625,1849.7297973632812,1117.598876953125,900.9984741210938,558.7994384765625,1849.7297973632812,1117.598876953125
47,56,2,2,879,577,856.5567016601562,557.0441284179688,879,577,901.843994140625,597.4592895507812,0,856.5567016601562,557.0441284179688,1758.4006958007812,1114.0882568359375,856.5567016601562,557.0441284179688,1758.4006958007812,1114.0882568359375
43,57,1,2,878,577,855.5239868164062,556.7979736328125,878,577,901.54052734375,598.8368530273438,0,855.5239868164062,556.7979736328125,1757.0645141601562,1113.595947265625,855.5239868164062,556.7979736328125,1757.0645141601562,1113.595947265625
48,57,2,2,925,578,901.6129150390625,558.9429931640625,925,578,949.0960693359375,598.353759765625,0,901.6129150390625,558.9429931640625,1850.708984375,1117.885986328125,901.6129150390625,558.9429931640625,1850.708984375,1117.885986328125
44,58,1,2,925,578,902.628173828125,559.076904296875,925,578,948.5067749023438,597.92578125,0,902.628173828125,559.076904296875,1851.1349487304688,1118.15380859375,902.628173828125,559.076904296875,1851.1349487304688,1118.15380859375
49,58,2,2,878,577,853.892822265625,555.9637451171875,878,577,902.2237548828125,598.43212890625,0,853.892822265625,555.9637451171875,1756.1165771484375,1111.927490234375,853.892822265625,555.9637451171875,1756.1165771484375,1111.927490234375
45,59,1,2,878,576,852.4848022460938,556.7598876953125,878,576,903.5698852539062,597.0987548828125,0,852.4848022460938,556.7598876953125,1756.0546875,1113.519775390625,852.4848022460938,556.7598876953125,1756.0546875,1113.519775390625
46,60,1,2,877,576,851.31494140625,556.3519287109375,877,576,903.7482299804688,597.1673583984375,0,851.31494140625,556.3519287109375,1755.0631713867188,1112.703857421875,851.31494140625,556.3519287109375,1755.0631713867188,1112.703857421875
47,61,1,2,875,575,849.7371826171875,554.880859375,875,575,901.6041870117188,595.2120361328125,0,849.7371826171875,554.880859375,1751.3413696289062,1109.76171875,849.7371826171875,554.880859375,1751.3413696289062,1109.76171875
50,61,2,2,926,579,904.7196655273438,559.9281005859375,926,579,947.658935546875,599.4221801757812,0,904.7196655273438,559.9281005859375,1852.3786010742188,1119.856201171875,904.7196655273438,559.9281005859375,1852.3786010742188,1119.856201171875
48,62,1,2,926,578,904.5650024414062,560.0280151367188,926,578,948.2282104492188,597.6309814453125,0,904.5650024414062,560.0280151367188,1852.793212890625,1120.0560302734375,904.5650024414062,560.0280151367188,1852.793212890625,1120.0560302734375
51,62,2,2,874,574,849.2653198242188,553.7133178710938,874,574,900.40869140625,595.9744873046875,0,849.2653198242188,553.7133178710938,1749.6740112304688,1107.4266357421875,849.2653198242188,553.7133178710938,1749.6740112304688,1107.4266357421875
49,63,1,2,874,574,848.43359375,553.873779296875,874,574,900.6475219726562,595.6710205078125,0,848.43359375,553.873779296875,1749.0811157226562,1107.74755859375,848.43359375,553.873779296875,1749.0811157226562,1107.74755859375
52,63,2,2,926,578,904.41552734375,559.9157104492188,926,578,948.2109375,597.6007080078125,0,904.41552734375,559.9157104492188,1852.62646484375,1119.8314208984375,904.41552734375,559.9157104492188,1852.62646484375,1119.8314208984375
50,64,1,2,926,578,905.094970703125,559.9149169921875,926,578,947.6746215820312,597.7205200195312,0,905.094970703125,559.9149169921875,1852.7695922851562,1119.829833984375,905.094970703125,559.9149169921875,1852.7695922851562,1119.829833984375
53,64,2,2,873,575,847.2683715820312,553.9495849609375,873,575,898.940185546875,596.1207275390625,0,847.2683715820312,553.9495849609375,1746.2085571289062,1107.899169921875,847.2683715820312,553.9495849609375,1746.2085571289062,1107.899169921875
51,65,1,2,870,575,845.3716430664062,554.6959228515625,870,575,895.569580078125,595.951904296875,0,845.3716430664062,554.6959228515625,1740.9412231445312,1109.391845703125,845.3716430664062,554.6959228515625,1740.9412231445312,1109.391845703125
54,65,2,2,926,578,904.8138427734375,559.9899291992188,926,578,948.2185668945312,597.4220581054688,0,904.8138427734375,559.9899291992188,1853.0324096679688,1119.9798583984375,904.8138427734375,559.9899291992188,1853.0324096679688,1119.9798583984375
52,66,1,2,926,578,905.5057983398438,560.3226318359375,926,578,948.234619140625,597.6575317382812,0,905.5057983398438,560.3226318359375,1853.7404174804688,1120.645263671875,905.5057983398438,560.3226318359375,1853.7404174804688,1120.645263671875
55,66,2,2,869,575,843.8505859375,554.7258911132812,869,575,895.6212768554688,595.9627075195312,0,843.8505859375,554.7258911132812,1739.4718627929688,1109.4517822265625,843.8505859375,554.7258911132812,1739.4718627929688,1109.4517822265625
53,67,1,2,926,578,905.4736328125,560.6577758789062,926,578,947.8192749023438,597.3270874023438,0,905.4736328125,560.6577758789062,1853.2929077148438,1121.3155517578125,905.4736328125,560.6577758789062,1853.2929077148438,1121.3155517578125
56,67,2,2,869,576,843.681396484375,555.8339233398438,869,576,894.9329223632812,597.5501098632812,0,843.681396484375,555.8339233398438,1738.6143188476562,1111.6678466796875,843.681396484375,555.8339233398438,1738.6143188476562,1111.6678466796875
54,68,1,2,868,576,843.26416015625,556.2612915039062,868,576,893.570556640625,597.4641723632812,0,843.26416015625,556.2612915039062,1736.834716796875,1112.5225830078125,843.26416015625,556.2612915039062,1736.834716796875,1112.5225830078125
57,68,2,2,926,578,905.485595703125,560.1790161132812,926,578,947.715087890625,597.6456909179688,0,905.485595703125,560.1790161132812,1853.20068359375,1120.3580322265625,905.485595703125,560.1790161132812,1853.20068359375,1120.3580322265625
55,69,1,2,926,579,905.19482421875,560.4742431640625,926,579,948.0084228515625,598.0139770507812,0,905.19482421875,560.4742431640625,1853.2032470703125,1120.948486328125,905.19482421875,560.4742431640625,1853.2032470703125,1120.948486328125
58,69,2,2,867,576,842.1356811523438,555.696044921875,867,576,892.692626953125,597.94970703125,0,842.1356811523438,555.696044921875,1734.8283081054688,1111.39208984375,842.1356811523438,555.696044921875,1734.8283081054688,1111.39208984375
56,70,1,2,924,579,901.87744140625,560.0882568359375,924,579,947.9141235351562,598.8539428710938,0,901.87744140625,560.0882568359375,1849.7915649414062,1120.176513671875,901.87744140625,560.0882568359375,1849.7915649414062,1120.176513671875
59,70,2,2,866,577,840.887451171875,555.863037109375,866,577,891.9345092773438,598.216796875,0,840.887451171875,555.863037109375,1732.8219604492188,1111.72607421875,840.887451171875,555.863037109375,1732.8219604492188,1111.72607421875
57,71,1,2,867,576,841.7678833007812,556.84765625,867,576,892.255859375,597.030517578125,0,841.7678833007812,556.84765625,1734.0237426757812,1113.6953125,841.7678833007812,556.84765625,1734.0237426757812,1113.6953125
60,71,2,2,920,579,891.7132568359375,561.2959594726562,920,579,949.0997924804688,597.2701416015625,0,891.7132568359375,561.2959594726562,1840.8130493164062,1122.5919189453125,891.7132568359375,561.2959594726562,1840.8130493164062,1122.5919189453125
58,72,1,2,921,579,890.3141479492188,560.313720703125,921,579,953.1464233398438,598.943603515625,0,890.3141479492188,560.313720703125,1843.4605712890625,1120.62744140625,890.3141479492188,560.313720703125,1843.4605712890625,1120.62744140625
61,72,2,2,865,577,839.5485229492188,556.4398803710938,865,577,891.6292724609375,597.7011108398438,0,839.5485229492188,556.4398803710938,1731.1777954101562,1112.8797607421875,839.5485229492188,556.4398803710938,1731.1777954101562,1112.8797607421875
59,73,1,2,924,578,891.113037109375,557.9765625,924,578,957.9940185546875,599.8612670898438,0,891.113037109375,557.9765625,1849.1070556640625,1115.953125,891.113037109375,557.9765625,1849.1070556640625,1115.953125
62,73,2,2,864,577,838.78515625,557.2758178710938,864,577,891.1731567382812,597.0942993164062,0,838.78515625,557.2758178710938,1729.9583129882812,1114.5516357421875,838.78515625,557.2758178710938,1729.9583129882812,1114.5516357421875
60,74,1,2,925,579,890.8414916992188,559.56396484375,925,579,961.0806274414062,599.070068359375,0,890.8414916992188,559.56396484375,1851.922119140625,1119.1279296875,890.8414916992188,559.56396484375,1851.922119140625,1119.1279296875
